2017/11/20 10:30:06 cfg.go:88: read config file: /usr/local/open-falcon/open-falcon/aggregator/config/cfg.json successfully
2017/11/20 10:30:06 http.go:74: http listening 0.0.0.0:6055
2017/11/20 10:30:06 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:32:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:33:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:34:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:35:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:36:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:37:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:38:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:39:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:40:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:41:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:42:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:42:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:43:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:44:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:45:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:46:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:47:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:48:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:49:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:50:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:51:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:52:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:53:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:53:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:54:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:55:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:56:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:57:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:58:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 12:59:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:00:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:01:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:02:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:03:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:04:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:04:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:05:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:06:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:07:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:08:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:09:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:10:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:11:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:12:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:13:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:14:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:15:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:15:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:16:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:17:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:18:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:19:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:20:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:21:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:22:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:23:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:24:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:25:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:26:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:26:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:27:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:28:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:29:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:30:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:31:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:32:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:33:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:34:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:35:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:36:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:37:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:37:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:38:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:39:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:40:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:41:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:42:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:43:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:44:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:45:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:46:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:47:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:48:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:48:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:49:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:50:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:51:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:52:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:53:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:54:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:55:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:56:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:57:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:58:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:59:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 13:59:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:00:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:01:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:02:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:03:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:04:30 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:05:25 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:06:20 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:07:15 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:08:10 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:09:05 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:10:00 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:10:55 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:11:50 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:12:45 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:13:40 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:14:35 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1

2017/11/20 14:19:36 cfg.go:88: read config file: /usr/local/open-falcon/open-falcon/aggregator/config/cfg.json successfully
2017/11/20 14:19:36 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:19:36 http.go:74: http listening 0.0.0.0:6055
2017/11/20 14:20:31 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:21:26 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:22:21 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:23:16 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:24:11 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:25:06 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:26:01 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:26:56 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:27:51 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:28:46 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:29:41 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:30:36 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:31:31 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:32:26 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:33:21 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:34:16 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:35:11 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:36:06 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:37:01 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:37:56 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:38:51 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:39:46 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:40:41 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
2017/11/20 14:41:36 reader.go:46: SELECT `id`, `grp_id`, `numerator`, `denominator`, `endpoint`, `metric`, `tags`, `ds_type`, `step`, `last_update` FROM `cluster` WHERE `id` >= 1
